# index cotheta theta phi
1.3060e+03 9.1070e-01 1.3038e+00 2.1812e+00
1.3070e+03 -3.1926e-01 4.1317e-01 2.7049e+00
1.3080e+03 2.2271e+00 1.1333e+00 2.1621e+00
1.3090e+03 2.8145e-01 6.4476e-01 3.4656e+00
1.3100e+03 2.2624e-01 1.1355e+00 2.7499e+00
1.3110e+03 5.4205e-01 5.4858e-01 3.7427e+00
1.3120e+03 2.6594e-01 1.1905e+00 3.6381e+00
1.3130e+03 2.8254e-01 1.3085e+00 2.8603e+00
1.3140e+03 4.0135e-01 7.8558e-01 3.3289e+00
1.3150e+03 5.5364e-01 5.5800e-01 4.4973e+00
1.3160e+03 3.0073e+00 9.7158e-01 1.4797e+00
1.3170e+03 2.2014e+00 1.1170e+00 2.0409e+00
1.3180e+03 5.3490e-01 7.4986e-01 3.0564e+00
1.3190e+03 4.6205e-01 5.9375e-01 1.9321e-01
1.3200e+03 1.9810e+00 1.2201e+00 1.9161e+00
1.3210e+03 6.6537e-01 1.3492e-01 2.9481e+00
1.3220e+03 6.1272e-01 9.5511e-01 4.3066e+00
1.3230e+03 1.2227e+00 1.1793e+00 1.3399e+00
1.3240e+03 4.2727e+00 8.5709e-01 1.7336e+00
1.3250e+03 1.2913e+00 7.8116e-01 2.5460e+00
1.3260e+03 1.0784e+00 1.1392e+00 1.4114e+00
1.3270e+03 9.4017e-01 4.5824e-01 3.7741e+00
1.3280e+03 5.3513e-01 7.5507e-01 2.2763e+00
1.3290e+03 8.7671e-01 7.4842e-01 3.0562e+00
1.3300e+03 1.4666e+00 8.3179e-01 6.4809e-01
1.3310e+03 2.2833e+00 6.5827e-01 2.6040e+00
1.3320e+03 1.5876e+00 5.0943e-01 3.0965e+00
1.3330e+03 1.6958e+00 5.7846e-01 2.5903e+00
1.3340e+03 6.4142e-01 1.3347e+00 3.4591e+00
1.3350e+03 1.7449e+00 1.1703e+00 1.5151e+00
1.3360e+03 2.9399e-01 1.1155e-01 2.3562e+00
1.3370e+03 8.9049e-01 9.5515e-01 3.5460e+00
1.3380e+03 1.0832e+00 5.5034e-01 3.0121e+00
1.3390e+03 9.0746e-01 9.6316e-01 9.1678e-01
1.3400e+03 1.5740e+00 5.6614e-01 3.4347e+00
1.3410e+03 8.3608e-01 9.6976e-01 1.6251e+00
1.3420e+03 2.0407e+00 2.5763e-01 2.3610e+00
1.3430e+03 -5.0557e-02 8.1273e-01 3.8195e+00
1.3440e+03 2.8661e+00 4.7144e-01 1.7268e+00
1.3450e+03 3.5835e-01 1.0123e+00 2.9239e+00
1.3460e+03 2.0535e+00 8.6889e-01 2.1653e+00
1.3470e+03 -3.3010e-01 1.1602e+00 2.2585e+00
1.3480e+03 1.4212e+00 9.0524e-01 2.7805e+00
1.3490e+03 2.9613e+00 9.4155e-01 2.8078e+00
1.3500e+03 7.9346e-01 1.2426e+00 2.1110e+00
1.3510e+03 1.2307e+00 1.2268e+00 1.0437e+00
1.3520e+03 8.9285e-01 1.1078e+00 2.6595e+00
1.3530e+03 2.2084e+00 9.0482e-01 2.1174e+00
1.3540e+03 1.7425e+00 1.1853e+00 1.8652e+00
1.3550e+03 5.4879e-01 2.8434e-01 1.6571e+00
1.3560e+03 -1.5716e-02 8.7733e-01 2.2619e+00
1.3570e+03 1.1950e+00 7.2077e-01 3.0513e+00
1.3580e+03 2.0664e-01 9.5843e-01 5.5246e+00
1.3590e+03 3.9292e-01 9.5601e-01 6.1518e+00
1.3600e+03 2.6338e+00 9.4779e-01 2.2472e+00
1.3610e+03 6.3646e-01 7.2436e-01 2.9915e+00
1.3620e+03 1.1592e-01 1.1822e+00 6.1203e+00
1.3630e+03 2.1782e-01 7.9014e-01 3.5486e+00
1.3640e+03 1.0926e+00 9.2297e-01 1.7523e+00
1.3650e+03 9.5978e-01 9.4880e-01 8.9283e-01
1.3660e+03 1.8343e+00 6.4783e-01 2.5048e+00
1.3670e+03 4.4312e-01 1.2262e+00 8.8001e-01
1.3680e+03 2.2311e-01 1.2052e+00 2.8015e+00
1.3690e+03 2.7147e+00 9.4165e-01 2.1637e+00
1.3700e+03 4.9727e-01 3.3359e-01 1.0001e+00
1.3710e+03 4.3113e-01 5.0673e-01 3.0937e+00
1.3720e+03 1.3008e+00 3.7309e-01 2.6481e+00
1.3730e+03 3.1731e-01 8.9234e-01 3.4232e+00
1.3740e+03 1.6751e+00 2.3662e-01 1.4511e+00
1.3750e+03 3.2571e-01 7.2781e-01 5.3418e-01
1.3760e+03 9.9434e-01 3.4075e-01 6.0579e+00
1.3770e+03 8.8258e-01 5.1325e-01 3.0006e+00
1.3780e+03 4.4564e-01 7.5354e-01 4.5709e+00
1.3790e+03 5.2470e-01 6.2597e-01 2.7264e+00
1.3800e+03 1.7574e+00 1.2433e+00 1.5437e+00
1.3810e+03 1.2434e+00 1.1308e+00 2.5160e+00
1.3820e+03 3.5321e-01 6.9371e-01 3.3025e+00
1.3830e+03 1.7599e+00 6.5674e-01 3.1077e+00
1.3840e+03 1.0343e+00 9.4086e-01 3.3157e+00
1.3850e+03 2.6746e-01 7.1698e-01 1.6038e+00
1.3860e+03 5.7303e-01 1.2941e+00 2.7147e+00
1.3870e+03 1.1199e+00 9.4699e-01 5.4020e-01
1.3880e+03 2.7090e-01 8.9812e-01 3.7455e+00
1.3890e+03 3.6555e-01 1.1701e+00 5.3220e+00
1.3900e+03 1.1854e+00 1.0193e+00 2.6864e+00
1.3910e+03 1.5768e+00 6.6772e-01 7.8621e-01
1.3920e+03 7.6200e-01 6.6656e-01 2.3561e+00
1.3930e+03 1.1671e+00 6.5630e-01 2.7533e+00
1.3940e+03 6.0488e-01 1.0586e+00 2.8858e+00
1.3950e+03 2.7317e-01 8.0894e-01 7.5018e-01
1.3960e+03 1.1500e+00 8.1703e-01 2.5328e+00
1.3970e+03 9.4554e-01 7.1795e-01 3.1117e+00
1.3980e+03 3.6706e-01 7.5456e-01 3.5165e+00
1.3990e+03 1.8933e+00 1.2508e+00 1.9209e+00
1.4000e+03 7.3482e-01 8.1545e-01 2.2566e-01
1.4010e+03 7.3433e-01 1.8325e-01 4.8488e+00
1.4020e+03 7.1240e-01 2.8506e-01 4.8108e+00
1.4030e+03 3.0396e-01 8.5252e-01 4.7832e+00
1.4040e+03 1.3579e+00 8.1193e-01 6.7867e-01
1.4050e+03 9.9770e-01 5.1189e-01 1.7122e+00
1.4060e+03 1.1132e-01 1.2508e+00 8.9699e-01
1.4070e+03 5.9958e-01 1.1207e+00 1.6779e-01
1.4080e+03 2.4321e+00 3.5378e-01 1.2038e+00
1.4090e+03 2.3835e+00 9.9424e-01 1.3812e+00
1.4100e+03 9.1014e-01 3.7378e-01 2.6492e+00
1.4110e+03 1.2845e+00 8.8713e-01 2.5715e+00
1.4120e+03 6.3745e-01 8.9971e-01 1.4230e+00
1.4130e+03 2.6042e-01 3.2647e-01 2.3562e+00
1.4140e+03 9.9212e-01 4.3469e-01 5.2541e+00
1.4150e+03 -4.4021e-02 4.2346e-01 4.7683e+00
1.4160e+03 3.9171e-01 1.0337e+00 3.2522e+00
1.4170e+03 5.1866e+00 7.7510e-01 1.5974e+00
1.4180e+03 2.1250e+00 5.7160e-01 2.4712e+00
1.4190e+03 1.0862e+00 8.8623e-01 3.5177e+00
1.4200e+03 -1.2455e-01 1.0530e+00 3.7333e+00
1.4210e+03 7.1324e-01 1.1925e+00 3.3433e+00
1.4220e+03 4.9403e-01 6.2140e-01 3.1051e+00
1.4230e+03 1.4719e+00 1.0757e+00 1.4129e+00
1.4240e+03 1.7377e+00 9.5863e-01 2.3826e+00
1.4250e+03 1.4680e+00 6.7172e-01 2.0193e+00
1.4260e+03 1.5967e+00 4.9022e-01 2.7868e+00
1.4270e+03 5.8312e-01 9.0500e-01 2.1180e+00
1.4280e+03 -4.8730e-01 4.2412e-01 2.2729e+00
1.4290e+03 -1.3795e+00 6.0256e-01 4.9853e+00
1.4300e+03 5.2729e+00 9.3797e-01 2.0782e+00
1.4310e+03 -1.8253e-01 1.0561e+00 4.0135e+00
1.4320e+03 2.2815e-01 9.6324e-01 4.1915e+00
1.4330e+03 -1.1036e+00 6.5567e-01 4.7498e+00
1.4340e+03 3.5020e-01 1.0313e+00 4.0845e+00
1.4350e+03 1.6612e+00 1.2332e+00 1.3549e+00
1.4360e+03 5.7088e-01 6.9094e-01 5.5424e+00
1.4370e+03 1.2441e+00 8.6904e-01 2.5473e+00
1.4380e+03 7.5804e-02 1.0785e+00 4.1908e+00
1.4390e+03 -3.6222e-01 9.3800e-01 3.5604e+00
1.4400e+03 -1.7114e-01 8.7852e-01 3.2959e+00
1.4410e+03 2.8474e+00 8.4400e-01 2.3211e+00
1.4420e+03 1.2125e+00 3.7953e-01 6.2109e+00
1.4430e+03 -1.0695e+00 1.3624e+00 4.2670e+00
1.4440e+03 5.5354e-01 5.6881e-01 3.8133e+00
1.4450e+03 4.1262e-01 6.8808e-01 4.3498e+00
1.4460e+03 7.4001e-01 1.1520e+00 5.3107e-01
1.4470e+03 9.0264e-01 1.4007e+00 1.4934e+00
1.4480e+03 1.2675e+00 3.4084e-01 3.3681e+00
1.4490e+03 2.5005e+00 9.9626e-01 2.2586e+00
1.4500e+03 1.7888e+00 9.0676e-01 2.2684e+00
1.4510e+03 -5.5726e-01 6.2638e-01 5.8684e+00
1.4520e+03 9.5890e-01 1.1120e+00 8.0410e-01
1.4530e+03 9.8067e-03 1.2291e+00 4.2954e+00
1.4540e+03 4.5561e-01 1.0098e+00 1.2485e+00
1.4550e+03 1.2437e+00 9.8580e-01 9.0965e-01
1.4560e+03 1.0119e+00 8.0405e-01 2.8035e+00
1.4570e+03 8.1268e-01 4.2346e-01 4.6564e+00
1.4580e+03 7.1300e-01 1.3003e+00 7.1263e-01
1.4590e+03 3.3176e+00 1.0586e+00 1.8266e+00
1.4600e+03 -1.2290e-01 8.9535e-01 1.6343e+00
1.4610e+03 2.0579e+00 1.1769e+00 2.0396e+00
1.4620e+03 -5.2018e-01 1.0167e+00 1.5864e+00
1.4630e+03 5.4521e-01 1.1280e+00 8.7486e-01
1.4640e+03 1.3718e+00 1.0065e+00 2.5953e+00
1.4650e+03 4.3418e+00 5.8142e-01 1.9437e+00
1.4660e+03 1.8130e+00 8.6546e-01 4.4615e+00
1.4670e+03 9.1033e-01 4.1496e-01 4.3441e-01
1.4680e+03 6.9739e-01 1.0742e+00 2.5823e+00
1.4690e+03 1.3681e+00 9.2681e-01 1.3501e+00
1.4700e+03 8.6465e-01 7.7200e-01 1.2666e+00
1.4710e+03 1.9902e+00 1.0150e+00 1.2169e+00
1.4720e+03 1.5432e-01 5.9423e-01 7.2885e-01
1.4730e+03 5.9380e-01 5.5705e-01 4.4969e+00
1.4740e+03 5.3900e-01 2.8506e-01 3.0431e+00
1.4750e+03 9.6799e-01 7.5253e-01 3.0008e+00
1.4760e+03 7.4754e-01 9.9487e-01 1.9052e-01
1.4770e+03 3.0144e+00 6.5730e-01 2.6028e+00
1.4780e+03 4.7505e+00 7.8979e-01 1.9762e+00
1.4790e+03 2.7706e+00 6.7887e-01 1.8721e+00
1.4800e+03 2.1234e+00 1.3491e+00 5.4613e-01
1.4810e+03 5.9161e-01 7.0029e-01 3.5642e+00
1.4820e+03 1.1432e+00 7.3929e-01 3.5920e+00
1.4830e+03 1.0873e-01 5.7057e-01 4.0449e+00
1.4840e+03 9.0824e-01 1.1759e+00 2.8619e+00
1.4850e+03 4.1259e-01 8.8300e-01 6.0859e+00
1.4860e+03 1.5047e+00 1.1625e+00 1.0815e+00
1.4870e+03 1.3771e+00 1.1177e+00 5.2396e+00
1.4880e+03 9.6597e-01 2.9375e-01 3.8089e+00
1.4890e+03 -1.8580e-01 1.0683e+00 3.3630e+00
1.4900e+03 2.7937e+00 9.6218e-01 2.0928e+00
1.4910e+03 1.7583e+00 5.9423e-01 1.3724e+00
1.4920e+03 9.1896e-01 5.4698e-01 6.2418e+00
1.4930e+03 1.1015e+00 4.1423e-01 2.0106e+00
1.4940e+03 6.8304e-01 7.7660e-01 2.4721e+00
1.4950e+03 5.4745e-01 8.9230e-01 3.4228e+00
1.4960e+03 3.7238e-01 2.2585e-01 3.7600e+00
1.4970e+03 2.1272e+00 1.2122e+00 2.1729e+00
1.4980e+03 4.5384e-01 8.1273e-01 2.2487e+00
1.4990e+03 3.4224e-02 1.1679e+00 4.4262e+00
1.5000e+03 8.1439e-02 7.7748e-01 4.7934e+00
1.5010e+03 1.4068e+00 3.5979e-01 2.4579e+00
1.5020e+03 2.2643e+00 1.0965e+00 1.6931e+00
1.5030e+03 5.2725e-01 4.5707e-01 3.7763e+00
1.5040e+03 2.1748e+00 1.0471e+00 1.6781e+00
1.5050e+03 9.1166e-02 7.7678e-01 3.0609e+00
1.5060e+03 7.3968e-01 6.1479e-01 1.9167e+00
1.5070e+03 1.2983e+00 4.7765e-01 2.8831e+00
1.5080e+03 1.8004e+00 1.0358e+00 1.7121e+00
1.5090e+03 -3.8204e-01 9.0336e-01 2.0248e+00
1.5100e+03 1.7956e-03 1.1103e+00 4.8838e+00
1.5110e+03 -1.3862e-01 8.5130e-01 6.9453e-02
1.5120e+03 1.7731e+00 1.1081e+00 3.5635e+00
1.5130e+03 5.2662e-01 7.4775e-01 1.5436e+00
1.5140e+03 8.4186e-01 3.9888e-01 3.7509e+00
1.5150e+03 1.4262e-01 7.2816e-01 3.6730e+00
1.5160e+03 2.1894e-01 1.1314e+00 5.3636e-01
1.5170e+03 -1.5838e-01 8.9416e-01 5.2229e+00
1.5180e+03 1.2038e-01 1.1881e+00 3.5248e+00
1.5190e+03 2.4084e+00 1.1509e+00 2.0503e+00
1.5200e+03 -1.8870e-01 6.4694e-01 5.0349e+00
1.5210e+03 3.5588e-01 5.0838e-01 2.0113e+00
1.5220e+03 1.4209e+00 1.1395e+00 2.3733e+00
1.5230e+03 9.2879e-01 3.3272e-01 3.7079e+00
1.5240e+03 1.2968e+00 6.8707e-01 2.7782e+00
1.5250e+03 4.2813e-01 8.3358e-01 5.8115e+00
1.5260e+03 5.3984e-01 7.9280e-01 8.6198e-01
1.5270e+03 4.0221e-01 9.7635e-01 3.7737e+00
1.5280e+03 1.2401e+00 1.1383e+00 2.8819e+00
1.5290e+03 1.1981e+00 1.0708e+00 3.1849e+00
1.5300e+03 1.4657e+00 6.8798e-01 2.7795e+00
1.5310e+03 1.0365e+00 4.1287e-01 4.2708e+00
1.5320e+03 4.8721e-01 7.1870e-01 1.5996e+00
1.5330e+03 4.0832e-01 1.3376e+00 2.2247e-01
1.5340e+03 5.2915e-01 7.2428e-01 3.2907e+00
1.5350e+03 4.5308e-01 7.4823e-01 4.7395e+00
1.5360e+03 2.5587e+00 1.0171e+00 1.6198e+00
1.5370e+03 1.5707e+00 1.3176e+00 1.7708e+00
1.5380e+03 6.1802e-01 9.6914e-01 3.1589e+00
1.5390e+03 1.3687e+00 8.2393e-01 1.0318e+00
1.5400e+03 -1.7743e-01 8.5047e-01 2.1912e+00
1.5410e+03 2.4810e-01 6.6249e-01 1.3992e+00
1.5420e+03 2.0914e-01 1.1493e+00 2.8653e+00
1.5430e+03 8.8417e-01 3.3272e-01 5.7169e+00
1.5440e+03 9.7831e-01 6.6359e-01 3.3128e+00
1.5450e+03 -1.6307e-01 7.1939e-01 4.0993e+00
1.5460e+03 1.1444e+00 7.5847e-01 2.9427e+00
1.5470e+03 2.1929e+00 4.8974e-01 1.2191e+00
1.5480e+03 9.9961e-01 1.0881e+00 5.8385e+00
1.5490e+03 1.2323e+00 1.2515e+00 2.0536e+00
1.5500e+03 1.3868e+00 1.2557e+00 1.6831e+00
1.5510e+03 9.5567e-01 1.1853e+00 1.5810e+00
1.5520e+03 7.2362e-01 7.1902e-01 1.6037e+00
1.5530e+03 1.7768e+00 1.1725e+00 1.6938e+00
1.5540e+03 1.2441e+00 1.2795e+00 1.6898e+00
1.5550e+03 1.7905e+00 1.0195e+00 2.4954e+00
1.5560e+03 2.1365e+00 6.7526e-01 3.7383e+00
1.5570e+03 2.4188e+00 9.7310e-01 4.8389e+00
1.5580e+03 1.9125e+00 6.1927e-01 2.3562e+00
1.5590e+03 9.1589e-01 1.0828e+00 2.2564e+00
1.5600e+03 -2.5129e-01 1.3000e+00 2.4079e+00
1.5610e+03 -6.0634e-01 5.1613e-01 4.0575e+00
1.5620e+03 1.5513e+00 1.1877e+00 7.0962e-01
1.5630e+03 8.7120e-01 8.3193e-02 1.2638e+00
1.5640e+03 1.7901e+00 8.6404e-01 6.5734e-01
1.5650e+03 -1.1544e-01 1.2570e+00 3.7555e+00
1.5660e+03 9.6852e-01 6.0227e-01 2.8685e+00
1.5670e+03 1.2272e+00 1.0183e+00 3.0594e+00
1.5680e+03 -2.2375e-01 1.2744e+00 4.9159e+00
1.5690e+03 4.3171e-01 5.8900e-01 3.2611e+00
1.5700e+03 2.1330e+00 8.2822e-01 2.2884e+00
1.5710e+03 9.0919e-01 9.9764e-01 2.9166e+00
1.5720e+03 2.7328e+00 1.1144e+00 2.1318e+00
1.5730e+03 -5.1366e-01 1.0935e+00 3.1556e+00
1.5740e+03 -3.7964e-01 7.9616e-01 5.3503e+00
1.5750e+03 6.3873e-01 7.8966e-01 3.3794e+00
1.5760e+03 1.5273e+00 7.1884e-01 1.4781e+00
1.5770e+03 1.9833e+00 1.1090e+00 1.7165e+00
1.5780e+03 4.2095e-01 1.1835e+00 4.2537e+00
1.5790e+03 3.3692e-02 1.1756e+00 3.9105e+00
1.5800e+03 9.2636e-01 4.3266e-01 3.6820e+00
1.5810e+03 1.2531e+00 8.5832e-01 3.4920e+00
1.5820e+03 9.6435e-01 7.1203e-01 2.6649e+00
1.5830e+03 5.5610e-02 1.0154e+00 3.9270e+00
1.5840e+03 2.0956e+00 1.1193e+00 2.9997e+00
1.5850e+03 3.1002e+00 7.6435e-01 1.3204e+00
1.5860e+03 1.3801e+00 5.5705e-01 2.9261e+00
1.5870e+03 5.2687e-01 4.7179e-01 2.9857e+00
1.5880e+03 1.8390e+00 8.4396e-01 2.3234e+00
1.5890e+03 1.5682e+00 7.3668e-01 2.8745e+00
1.5900e+03 4.4855e-01 8.4450e-01 3.9587e+00
1.5910e+03 1.2859e+00 5.0962e-01 4.3916e-01
1.5920e+03 1.3288e+00 6.0194e-01 3.4122e+00
1.5930e+03 1.9653e-01 1.1033e+00 1.0537e+00
1.5940e+03 1.0955e+00 1.1594e+00 1.0507e+00
1.5950e+03 4.6054e+00 1.1586e+00 8.1768e-01
1.5960e+03 1.3393e+00 1.2085e+00 1.6816e+00
1.5970e+03 4.1129e-01 6.2138e-01 3.1064e+00
1.5980e+03 6.2811e-01 1.0906e+00 2.1389e+00
1.5990e+03 4.9135e-01 9.8561e-01 4.1780e+00
1.6000e+03 -1.3617e-01 9.0607e-01 7.5547e-01
1.6010e+03 1.9469e-01 8.0894e-01 3.8918e+00
1.6020e+03 -4.0530e-01 4.8057e-01 4.9708e+00
1.6030e+03 6.7111e-01 8.6092e-01 1.3652e+00
1.6040e+03 3.3837e-01 9.2223e-01 3.6672e+00
1.6050e+03 -1.8501e-01 3.7346e-01 2.0663e+00
1.6060e+03 2.3756e+00 1.1043e+00 1.5835e+00
1.6070e+03 1.0647e+00 1.1635e+00 1.0307e+00
1.6080e+03 2.6265e+00 1.3610e+00 1.5198e+00
1.6090e+03 2.2296e+00 1.0772e+00 1.3857e+00
1.6100e+03 4.0085e-01 8.3414e-01 4.7478e-01
1.6110e+03 -2.4002e-01 1.2965e+00 4.3865e+00
1.6120e+03 7.6716e-01 6.4170e-01 2.6607e+00
1.6130e+03 6.4642e-01 7.5537e-01 2.7678e+00
1.6140e+03 1.4807e+00 8.1716e-01 2.5339e+00
1.6150e+03 -2.5602e-01 1.0998e+00 1.9437e+00
1.6160e+03 -3.9823e-02 1.0641e+00 3.7163e+00
1.6170e+03 1.8219e+00 1.2060e+00 2.0203e+00
1.6180e+03 1.0011e+00 5.5293e-01 1.6995e+00
1.6190e+03 2.3374e+00 1.0822e+00 1.5842e+00
1.6200e+03 1.0245e+00 2.9346e-01 4.9776e+00
1.6210e+03 1.0685e+00 5.1807e-01 2.9073e+00
1.6220e+03 1.9059e+00 3.7304e-01 2.6533e+00
1.6230e+03 5.6833e-01 9.3851e-01 1.9920e+00
1.6240e+03 1.1759e+00 9.8537e-01 2.6069e+00
1.6250e+03 2.7123e+00 1.0948e+00 1.6395e+00
1.6260e+03 4.4431e+00 8.8271e-01 1.3727e+00
1.6270e+03 1.0253e+00 1.1097e+00 1.9347e+00
1.6280e+03 1.1737e+00 1.2744e+00 5.4057e+00
1.6290e+03 2.4770e-01 1.0670e+00 5.8777e+00
1.6300e+03 2.6953e-01 1.0197e+00 4.5993e+00
1.6310e+03 1.9667e+00 7.5287e-01 1.1940e+00
1.6320e+03 1.2622e+00 4.9285e-01 3.4941e+00
1.6330e+03 2.1911e+00 1.0435e+00 2.0691e+00
1.6340e+03 5.9802e-01 9.1507e-01 3.1222e+00
1.6350e+03 1.9756e+00 9.1054e-01 2.5020e+00
1.6360e+03 4.4808e-01 8.9460e-01 5.1287e+00
1.6370e+03 3.4336e-01 1.2795e+00 1.9023e+00
1.6380e+03 1.1594e+00 3.9723e-01 3.2311e-01
1.6390e+03 9.0416e-01 9.2067e-01 2.0075e+00
1.6400e+03 2.0822e-01 1.0889e+00 2.8454e+00
1.6410e+03 8.2436e-01 1.0813e+00 2.4159e+00
1.6420e+03 1.8035e+00 1.2770e+00 1.7399e+00
1.6430e+03 1.3084e+00 1.1924e+00 1.7725e+00
1.6440e+03 3.5475e+00 4.8023e-01 1.3122e+00
1.6450e+03 -6.1416e-01 7.2816e-01 3.6730e+00
1.6460e+03 7.3597e-01 6.7526e-01 9.7407e-01
1.6470e+03 1.9620e+00 1.0391e+00 2.2240e+00
1.6480e+03 1.5715e+00 9.8546e-01 2.2310e+00
1.6490e+03 8.9122e-01 1.2904e+00 2.6742e+00
1.6500e+03 5.9012e+00 8.5023e-01 1.5929e+00
1.6510e+03 2.7409e-01 1.1334e+00 5.9162e-01
1.6520e+03 3.9825e+00 8.6028e-01 2.9357e+00
1.6530e+03 3.2014e-01 5.0805e-01 4.5276e-02
1.6540e+03 1.7230e+00 1.2538e+00 1.5613e+00
1.6550e+03 1.1280e-01 1.2753e+00 5.1366e+00
1.6560e+03 5.2333e-01 1.1171e+00 5.8137e+00
1.6570e+03 1.5081e-02 1.0878e+00 5.8381e+00
1.6580e+03 7.5040e-01 8.3433e-01 1.4018e+00
1.6590e+03 2.1324e+00 1.0899e+00 2.2771e+00
1.6600e+03 1.1423e+00 7.1380e-01 2.4415e+00
1.6610e+03 1.5052e+00 7.0131e-01 2.5796e+00
1.6620e+03 -1.3387e-01 8.6103e-01 1.3652e+00
1.6630e+03 1.6597e+00 9.6657e-01 2.5391e+00
1.6640e+03 5.4506e-01 7.9721e-01 4.0717e+00
1.6650e+03 1.6987e-02 1.1709e+00 2.4192e+00
1.6660e+03 5.8689e-01 9.1588e-01 1.5099e+00
1.6670e+03 7.8335e-01 7.0713e-01 3.4234e+00
1.6680e+03 3.6015e-01 9.2957e-01 2.0453e+00
1.6690e+03 4.1602e-01 6.9986e-01 2.7210e+00
1.6700e+03 7.2432e-01 1.2144e+00 3.0530e+00
1.6710e+03 2.0663e+00 1.2196e+00 3.1317e+00
1.6720e+03 1.9663e+00 1.3439e+00 2.5215e+00
1.6730e+03 6.2001e-01 1.2255e+00 7.1712e-01
1.6740e+03 1.1994e+00 4.2469e-01 4.0115e+00
1.6750e+03 1.0320e+00 9.8027e-01 5.8265e-01
1.6760e+03 -2.0964e-01 8.5047e-01 3.7620e+00
1.6770e+03 5.8389e-01 1.3451e+00 4.9147e+00
1.6780e+03 1.3700e+00 1.2320e+00 1.5987e+00
1.6790e+03 5.8078e-01 1.1471e+00 3.0097e+00
1.6800e+03 -8.8963e-01 8.7207e-01 2.9461e-01
1.6810e+03 1.5553e+00 6.8918e-01 2.4035e+00
1.6820e+03 -8.5358e-02 5.1955e-01 1.8059e+00
1.6830e+03 7.3551e-01 6.9986e-01 4.2061e-01
1.6840e+03 -2.4028e-01 7.6391e-01 2.5455e-01
1.6850e+03 4.3098e-01 1.0775e+00 3.0369e-01
1.6860e+03 2.3289e-01 1.1788e+00 6.2072e+00
1.6870e+03 2.1007e+00 1.1260e+00 1.6343e+00
1.6880e+03 1.2899e-01 1.0194e+00 1.2904e+00
1.6890e+03 -3.2585e-02 1.1254e+00 3.7468e+00
1.6900e+03 2.8366e+00 1.1724e+00 1.6931e+00
1.6910e+03 3.0569e-01 1.0242e+00 3.1171e-01
1.6920e+03 9.1375e-02 1.0885e+00 7.8573e-01
1.6930e+03 3.0684e-01 5.4710e-01 3.7378e+00
1.6940e+03 2.8913e-01 1.3138e+00 4.5455e-01
1.6950e+03 1.3186e+00 1.2780e+00 1.2540e+00
1.6960e+03 8.1044e-01 1.1444e+00 1.6068e+00
1.6970e+03 3.4414e+00 9.0713e-01 2.4442e+00
1.6980e+03 3.1621e-01 5.9423e-01 1.7692e+00
1.6990e+03 3.1669e-01 1.3119e+00 1.2042e+00
1.7000e+03 2.7344e+00 4.6744e-01 1.5173e+00
1.7010e+03 2.3243e-01 3.5474e-01 1.2029e+00
1.7020e+03 1.6902e+00 1.2221e+00 1.4451e+00
1.7030e+03 8.5312e-01 4.6737e-01 4.9958e-02
1.7040e+03 1.5026e-02 1.2985e+00 3.6704e-02
1.7050e+03 1.3456e-01 6.7887e-01 3.0129e-01
1.7060e+03 9.4107e-01 8.4508e-01 1.0528e+00
1.7070e+03 1.4098e+00 1.0253e+00 2.7278e+00
1.7080e+03 7.2314e-01 1.0046e+00 6.1662e+00
1.7090e+03 2.1599e+00 1.0851e+00 1.6966e+00
1.7100e+03 -8.7628e-01 3.3359e-01 4.1417e+00
1.7110e+03 5.6383e-01 8.4559e-01 3.8275e+00
1.7120e+03 3.0290e+00 1.0169e+00 1.5869e+00
1.7130e+03 2.4808e-01 1.1193e+00 1.2169e+00
1.7140e+03 8.4294e-01 1.0773e+00 2.0270e+00
1.7150e+03 1.2859e+00 1.0806e+00 2.3766e+00
1.7160e+03 1.3696e+00 6.8707e-01 1.9342e+00
1.7170e+03 1.8230e+00 1.0072e+00 1.4195e+00
1.7180e+03 9.3285e-01 4.2346e-01 1.6267e+00
1.7190e+03 8.6058e-01 1.0589e+00 6.2087e+00
1.7200e+03 5.7741e-01 8.5629e-01 5.2683e+00
1.7210e+03 5.4164e-01 7.3699e-01 2.4806e+00
1.7220e+03 1.4732e+00 9.6565e-01 1.8112e+00
1.7230e+03 1.7267e+00 1.2059e+00 2.7688e-01
1.7240e+03 3.4138e+00 6.0063e-01 2.1896e+00
1.7250e+03 1.4410e+00 1.0489e+00 1.7079e+00
1.7260e+03 8.3284e-01 1.1465e+00 7.5204e-01
1.7270e+03 -1.6261e-01 9.3826e-01 4.8501e+00
1.7280e+03 2.8692e-01 1.3155e+00 1.4571e-01
1.7290e+03 1.7390e+00 9.0270e-01 1.1164e+00
1.7300e+03 1.1782e+00 1.0197e+00 1.4560e+00
1.7310e+03 1.8164e+00 1.0529e+00 2.1628e+00
1.7320e+03 1.9023e+00 7.7313e-01 7.4625e-01
1.7330e+03 9.8159e-01 5.1823e-01 2.9058e+00
1.7340e+03 6.4159e-01 7.7655e-01 4.6317e+00
1.7350e+03 1.1265e+00 8.6937e-01 2.5476e+00
1.7360e+03 1.7570e+00 1.0579e+00 2.2297e+00
1.7370e+03 1.0181e+00 1.0586e+00 2.8858e+00
1.7380e+03 1.0684e+00 1.2414e+00 2.3692e+00
1.7390e+03 2.0791e+00 8.2795e-01 2.4246e+00
1.7400e+03 1.3910e+00 1.2310e+00 2.1560e+00
